Operating Hours,Temperature (C),Vibration Level (mm/s),Load Percentage (%),Maintenance Due In (hours)
860,70.72522921018138,0.4393461008007137,90.4039641177915,4322.14
3772,93.17590703064783,4.803149938572052,58.89440620245117,2935.14
3092,96.14801158992424,2.443450943422026,75.73418085607194,3208.6
466,73.28500611594066,4.4894915271222215,90.41377197779688,4473.47
4426,74.04184890445367,1.678855966878679,62.69105390783474,2658.67
3444,95.92273624696506,0.7136444951208529,62.29037196530765,3117.57
3171,79.35341120682835,2.424246938540448,70.13821992311259,3230.86
2919,51.64233351217192,0.6583875101001541,94.73213987888172,3306.97
130,95.63747314395644,2.481475964589946,50.0221390718604,4818.8
1685,62.4113221378576,4.6094561879750975,95.06915483209676,3861.24
769,78.88159770457736,2.6517638949876425,57.69035123208039,4492.77
2391,58.27566587139869,3.1208486617859093,99.5043188033741,3509.22
2433,51.69395801232975,0.8675283411716608,97.7423496519234,3532.73
1184,65.57365855663787,0.3143045668118505,74.73375947956417,4250.04
4555,89.02478537730438,0.6429590146810545,75.63601239063141,2509.84
3385,63.87935863147091,3.032804720853392,74.07746701379271,3129.03
4117,61.00486070405485,0.5655573250622928,81.77218228297613,2754.97
4843,60.634039217061314,1.9423651607124264,54.53608511174655,2515.13
2904,75.75868412034063,2.7954505082449645,51.63089741707832,3460.37
474,98.77706578413782,2.00439871328625,52.88514642079494,4630.98
1082,72.94944940085065,0.9020506271799772,72.21826746207572,4292.99
2558,77.86526844450239,1.441577406819122,63.77739696097417,3581.97
2047,93.0316008945367,4.648755910958028,81.10197811854968,3688.44
2747,76.75348594668293,3.4123131503731416,99.62211446873894,3290.76
975,59.2231435709428,2.5306344095314444,69.3161586538233,4372.17
1806,64.97979558832385,0.1623029609357782,78.69206270522567,3921.96
189,65.49684631343055,4.962835462398404,70.78019479536678,4720.98
2734,69.8659057728799,3.3901291809837524,92.36358338609296,3347.55
3005,71.33944526683747,1.6529201389902304,95.11182017311192,3212.73
4658,89.98910110371347,4.408416433989407,93.867780610263,2327.6
1899,67.46934995246664,1.3663149394299088,98.71861193396288,3758.31
1267,73.41159142206897,2.765681237995483,51.37595925702077,4285.14
1528,81.24879935255261,3.2167467422761438,91.99080810727656,3931.38
3202,68.88629737200847,1.1832105201232697,87.58860865195467,3161.45
3556,91.82824066461664,4.89414666612292,61.43472047001824,3032.23
3890,79.37268021170371,3.766140339297088,97.81600466937638,2719.51
646,64.70223396104858,2.8332848050042427,57.40889641149728,4582.22
2888,85.7029599894914,0.9849135310589744,83.97749635669541,3304.86
2435,76.38238650723929,0.363905214290328,61.24451084079563,3669.87
600,76.72279456286235,1.6682931793528193,71.56903243870373,4522.03
2363,74.0543974193793,3.790617945975674,85.95799484722845,3552.7
2061,74.85059744106245,1.419723361679923,78.16623210165233,3764.77
241,88.26781405331204,2.743825480427976,71.37509156640559,4668.65
2041,55.14907396656578,3.6669411659806417,66.31692154659936,3850.95
2824,66.71814056552411,0.6289242017676754,91.98298278543952,3338.36
2612,53.775168190194464,3.45796027896778,57.19071751574069,3615.92
1363,87.66231103737255,0.5501673497792191,71.50514382649,4130.15
1478,63.61509273601497,4.829135736422283,95.18787858875712,3959.54
2556,94.87152049094422,2.493131237318204,92.29247752299838,3395.86
775,76.32892333296469,0.8383129277783992,70.04708812365233,4451.22
4014,90.03748857430605,1.777679816564378,88.15541818006542,2704.37
34,98.94657178079804,2.125740601546781,91.15804153544296,4658.06
3152,91.98944297282851,3.8151065542750335,94.44437120018148,3079.65
1955,93.34968800057618,3.742776551775386,77.2252884524614,3762.25
1585,70.39922476824223,3.0985084761529222,60.22304430273559,4084.6
3943,77.58612976296699,0.6190604915366155,62.76545382519658,2903.31
3073,62.69442820216521,0.8426899207796006,64.78473370208022,3355.76
1021,59.80565498467264,0.5594089111632276,79.69012404048078,4315.84
3461,75.2753939553017,2.928146638108996,51.64048120643042,3181.47
2613,79.75244898502103,4.39797836340588,81.80212343899842,3431.0
3843,66.96356229480955,2.225622510048382,68.21771192141159,2931.23
1500,78.47217588817502,0.8881560523929564,64.76209012448211,4110.36
4798,94.37302412567516,2.8344073932299385,93.97482853640632,2264.04
161,77.8360792391683,4.077585862641978,73.00011977903995,4708.05
4297,86.04065481552533,3.734389101413357,54.75265227663464,2718.31
1981,90.26574836789526,4.4191088204076046,91.33733840131237,3678.09
995,99.43643909777214,1.4617202765194526,52.38206287182533,4377.1
4911,80.15987010884898,1.050373949612097,86.33746120840983,2291.99
3342,90.3425074481293,4.4111007811155,88.69531108853326,3010.73
4551,98.13246592774374,3.322045532612313,67.6301302964429,2506.86
3798,97.22048627886367,1.6235517570370157,91.23939281388934,2784.13
1275,57.05409243888568,3.737505447805296,75.78297029282267,4182.1
1016,70.3196154136761,4.094080083953803,73.16468266363984,4294.6
337,66.19950305533999,3.113393377671549,52.27016407343463,4756.62
878,54.346250747517466,3.470632138411585,64.5014596824453,4445.09
1076,81.66203874554803,1.9387735317690653,96.550498544265,4146.54
4887,86.79523065980013,2.739608769980892,69.591198164175,2357.56
3993,92.40640477334418,2.6683799365581957,77.33502602783841,2755.33
4859,56.13884448313542,4.255434176540782,76.6010839492126,2382.66
379,93.82220379376469,4.215823503382694,79.52155449113467,4533.09
492,82.14627818071267,4.180134299800511,53.06654778216413,4632.57
2062,85.19730675692547,0.1540549098860824,68.10881273993641,3806.52
3884,95.5312001770152,3.772772873897553,86.1564136941277,2748.43
64,81.23806355216256,3.817514311543924,60.02801255364915,4817.21
2568,66.79329285749175,3.4240562319901957,60.178918877318026,3597.28
2027,91.25536657113298,3.805696823668118,50.50453033445124,3863.41
2695,68.15296060975453,4.225654820333872,71.87409633041048,3464.57
1495,51.71140554102646,2.40456336509875,94.1367190336711,4004.35
391,91.53272532826249,2.560046046093391,52.59504717936545,4682.86
4514,67.25960724406377,0.7110988788658134,59.55593547480013,2653.59
4474,88.69172616006702,1.9883418269320727,65.50422691713776,2588.21
3561,68.13789473329727,3.252489381567744,86.58623682821064,2967.77
2278,93.05340099873608,3.923958903121645,82.03177964012933,3575.49
3099,60.975526254047935,1.1643245786869318,70.79719522909275,3312.92
200,98.7273632599435,0.7753322058802535,87.95344696291878,4605.02
4875,88.98793873940154,3.348905822052412,80.4815505828451,2298.63
3104,55.71189629601984,0.1092114292720621,94.80203998286096,3211.47
4598,78.28883099832802,0.9740256631059162,90.90133745693464,2430.18
2454,99.26836561208674,0.2424497636853733,62.64068030446003,3608.84
3645,73.55327263469073,0.9177370774888676,63.57192888171001,3053.36
804,59.105356941079165,0.9884644716349756,56.26782378961928,4538.57
2731,74.2389183575173,1.999600614276932,66.84823628587283,3481.78
2773,75.62288279409609,2.071402910964124,99.97719593595473,3291.65
1570,87.08434721143328,4.383886105990165,70.28755843075305,3995.55
2690,84.94229265804522,2.599537591244244,61.02442173445532,3504.0
3840,70.12750217984903,3.6446833515002033,88.12414422377765,2812.68
1028,60.90115537470432,0.6102730538094084,77.1235501731328,4322.48
502,82.25270838846647,1.2046499017721,57.48007247634763,4635.05
4493,71.08519672766408,3.5444228607955166,69.03448405804329,2580.71
870,56.61381055626652,0.3587394062957877,70.72348577696717,4444.57
4488,95.02861506181928,2.4843285449943906,87.69148502846093,2452.64
206,84.56109288048272,3.036907931748376,51.033568444595225,4792.34
1484,84.15919282227406,3.050513655857157,63.45098233991553,4091.92
863,91.12919379558367,0.2123707752134059,75.8798150657761,4354.72
2790,76.48308393275406,1.6783292207230092,63.442337122642165,3468.04
563,90.75272142012284,3.218804190140855,81.42170237094994,4447.7
4191,74.90453767555029,0.8300987071312929,74.09337396373083,2725.92
1757,53.35876999578551,3.507536676807461,68.08551274297903,3989.28
1678,70.26240440138443,3.755033523187005,97.4604313435256,3845.62
3242,74.87324469899453,4.911649033186112,81.60797495932287,3122.1
4636,86.01012908161479,1.1282257747964064,56.49706861339706,2566.21
1059,55.32893650643372,4.143140271563964,78.00458487216977,4278.39
1722,57.00092693302245,2.649453226901405,89.03659266004505,3903.32
3314,63.18419013173082,1.92996672110645,85.42448487463986,3120.21
3157,63.32491966854411,0.6996461108933719,58.60446146476297,3344.83
2625,86.60922892295312,3.703977471788935,98.62099995200516,3334.14
2729,62.53653302807989,1.2557022358040668,72.4406822873303,3485.67
1597,81.65490316787238,1.9199678091779244,57.951250187013066,4079.23
3060,74.71369250691357,0.4064569117971054,59.009787706407394,3371.46
2693,78.66471890897003,4.026697887515644,54.91174960945403,3531.34
4891,91.9053481589148,3.856283767461053,90.17590542174672,2231.25
3627,70.21907507745121,3.694717567207332,56.10152471609244,3078.61
1363,88.54556885321352,1.5672732014102448,56.25626285708735,4194.45
1981,71.10180297753436,0.9500523639031904,92.52358073804189,3745.18
1663,67.69356882806247,3.224010995904126,67.23020422237798,4014.72
1529,97.93135886566102,2.5312152821547755,51.542895215403625,4106.61
2038,59.21854603394816,0.9734370878327436,52.59476497592054,3939.85
3302,54.5168480288804,3.4609652281443326,57.10852233519478,3269.81
2237,88.54929627677393,4.956519515924388,60.66966739878448,3701.49
1306,53.41248526770458,3.761375979935985,83.25730971192027,4136.27
4029,91.85394953515149,3.725933294759498,57.86631400009141,2825.2
2675,71.85966981786217,4.756532489359899,55.9437195588536,3541.5
1282,95.77568386459568,1.0943882011170207,88.23595707381395,4065.32
709,86.07664305609528,2.8711948281150583,83.55276419299572,4376.87
4744,80.52023335039789,4.900268903666029,71.7662110727618,2409.13
4413,97.46533985288828,0.9099411437538552,77.4654885740052,2552.14
3748,69.83246865260271,3.531234601278153,65.59920101632092,2973.03
4779,97.70434682698166,2.97046971526232,74.12502101176804,2364.76
663,56.75006387106035,2.9737475517246645,75.3336324491373,4498.59
1998,74.18774709662064,3.5185860748483684,69.3618635589048,3820.63
3445,63.49556111960975,4.655122922090853,95.32861053360811,2977.31
3743,76.99213894540966,3.934651505271556,50.80309324905031,3031.15
1495,58.10069389457923,0.375066906739429,89.10856315456232,4037.01
3304,92.07648301550216,4.278367297390985,56.21914156206621,3189.97
3763,92.32039246572786,1.20515251663609,89.87736802685997,2822.42
1853,97.76181563617396,1.9468794072082227,80.79559578383606,3804.53
4659,57.733607044161815,2.362490786700673,92.16390454682012,2420.59
1291,81.16662754524954,2.456439403690041,54.87571628204488,4243.22
3581,73.71186543501848,2.2323839563512484,77.9490317049887,3000.01
3457,67.21918660221166,4.693031141657736,75.05439401310986,3064.86
1636,67.57700805671094,3.5594931375537207,85.30965914816792,3934.7
3696,70.63967753033762,3.1927361651878616,76.71452759468379,2945.22
2999,85.24627748444766,0.3442259361364136,77.0367283566552,3291.38
3152,79.91430291340774,4.529175318275836,71.47979717880324,3211.48
698,72.98407563805655,4.556011940841142,65.44172120036704,4482.26
2160,53.79667051848111,3.923044010807502,74.1132180626096,3752.61
4097,53.888267203947855,0.1344430986867338,55.92461793842003,2912.76
4737,50.11696953128892,0.3806732302803545,98.07566694915424,2387.08
854,98.38496941035432,1.2035961411156,85.72053818132991,4285.59
3474,50.262690927919245,0.7436120999100428,97.62335583439234,3016.92
1707,55.15468730068724,2.0542965455482745,61.33636911649816,4058.97
2777,65.72982784047055,4.62085298463017,93.9670510088264,3314.0
1733,90.37151259083804,2.413096127565292,90.43949922817691,3826.43
4931,98.10493928820588,0.1656728695176115,83.85762062288367,2267.35
3510,89.5006779395928,1.485453878935934,81.2514593042603,2994.89
202,84.52801162228204,0.3185150510275115,65.8274832633935,4747.62
3255,76.06503337067846,0.2778093508061606,90.82053924825154,3113.49
4218,54.33526059310918,1.4510272801682065,75.07577307398668,2742.44
4496,97.90853965019652,1.4505004595268327,53.544578794564266,2623.96
766,87.91962069728407,3.95692035274786,65.6431580427565,4423.38
4389,81.94746926671309,4.876689798627448,96.76485492726638,2459.01
2327,87.95179227694248,1.918914760060992,92.5340130302423,3528.74
2931,86.20516646365692,2.2015457064190893,99.09528490382696,3194.6
197,81.86157898947434,4.239468237801505,81.3996691302049,4638.38
1930,99.0288400089994,1.4138811984680155,62.3755036570206,3860.93
3582,95.16819063180124,0.866270841576895,58.14075248384319,3069.3
608,82.33324595585816,4.280139154677888,59.34572203042308,4541.8
3272,84.65876057284623,0.327852873556321,50.98978291736272,3286.46
1147,52.5797903329355,3.1365272569771374,69.53410554929695,4292.3
4282,83.49587322750196,2.8537649525873534,59.57138402497712,2715.61
3397,52.208271885505006,1.7950101927583022,70.58277302283511,3176.22
2511,79.41318784849655,1.6444286533770591,96.74972159193828,3435.48
1794,99.96767497829174,3.8821028582899446,71.5270104753595,3856.61
659,77.79032907185898,0.5234805927364778,93.89922484924172,4390.19
2811,73.66050590406667,1.2602431156257885,80.27523833079383,3383.2
1369,65.64274282527938,3.68899878600664,62.3565777330696,4185.54
1986,56.02612893932322,2.786770860259479,67.79273796296057,3878.12
146,86.55118357291408,0.7271422218145733,54.19597679107147,4825.65
3219,59.62995138928152,4.422464509982095,66.67312967980052,3243.65
2911,55.76410106236422,2.027894448161599,83.8770472751767,3343.31
1734,71.08813298652562,4.156555039078647,53.60555464647176,4031.23
1843,89.76709189795487,3.959793776085773,60.270070423901466,3908.02
488,87.25322740601102,3.159684687711468,69.07205207066558,4554.54
2976,52.74413073232375,2.522957543345956,99.10247685079813,3235.77
1959,72.7571842518078,4.899799117870609,89.243091147944,3729.77
2385,76.12172880355845,0.8103288546611035,86.6743373246052,3563.78
2919,82.22733253129111,3.653263065000463,55.8095478262723,3410.46
4736,82.50836752216141,1.0368344371774665,89.04979468074957,2361.37
1802,68.23486247286529,1.7574892161285072,89.26344057580076,3848.64
4061,78.0338597001757,1.612623842528657,80.05513478121641,2747.03
3369,74.05309419220433,4.740476339919742,99.5180890999186,2972.4
262,94.24991782616404,4.840045271162548,66.2626952962276,4650.79
623,76.51325663174501,0.9967756767501632,97.06362241209258,4390.19
1016,72.05160808740808,0.2079722854577705,95.73655574782518,4217.13
3643,70.22427248409254,3.6280393943492544,50.57403298746889,3098.9
4976,78.62138797167329,2.1481506759653737,72.50582632374055,2320.75
2049,90.19884897004488,0.5353172009290655,98.85521165257867,3645.47
3723,76.92007451903937,3.450395117327509,55.15606812040379,3024.38
4548,83.08275875402708,2.771017088477429,77.38923471916597,2495.18
3108,86.89278834532625,4.904532427805419,98.9478753520552,3078.43
4090,76.00840549393659,1.214306529720757,77.774771205293,2751.97
2056,71.34085283274322,2.0794915940000864,59.4907651486078,3861.07
3170,93.83326889312248,2.7584744366375724,79.10916150462948,3154.2
1682,70.87530420139461,3.979329943421424,60.22202869747734,4026.35
2255,73.09714252877939,2.789309417928288,75.98521314472421,3668.49
1154,99.51706566708886,3.103210788223552,53.7021108956174,4274.42
4499,50.01187617879423,1.20812055279071,80.27413346072024,2587.02
3191,59.27364547883612,4.249901767633944,75.83949695640791,3214.26
1696,69.19819449598629,2.2002896801553318,87.00806843807315,3906.56
3991,96.62949547126264,0.7907021748566695,81.53502355793925,2745.66
4723,53.50148528737356,3.3545207810765456,77.48031342653783,2460.55
4682,50.4742716814249,1.158843220608007,84.48894246240606,2474.02
1648,52.63419179886143,0.5780563001725687,57.19709567861155,4128.97
1445,54.42717053068091,4.323735851180934,79.7679830629302,4076.57
4199,51.87983866031304,2.354795095993355,58.605530141138885,2830.16
3923,73.98906634282524,3.771490192209305,96.27611039259403,2721.43
253,79.03786036136638,1.5238790430511402,53.41670524228021,4783.1
3183,63.584348553450205,3.9561536610965655,71.51873748453966,3234.18
2557,69.91436919878177,0.6484860424054986,84.78987388277224,3501.24
